"filename", "language", "TOML", "Rust", "Markdown", "OpenGL Shading Language", "JSON", "comment", "blank", "total"
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/vessel.rs", "Rust", 0, 81, 0, 0, 0, 0, 13, 94
"/home/idra/GitHub/transfer-window/view/src/game/underlay/right_click_menu.rs", "Rust", 0, 63, 0, 0, 0, 0, 7, 70
"/home/idra/GitHub/transfer-window/view/src/game/underlay/segments.rs", "Rust", 0, 94, 0, 0, 0, 6, 15, 115
"/home/idra/GitHub/transfer-window/view/src/game/underlay/segments/burn.rs", "Rust", 0, 63, 0, 0, 0, 4, 15, 82
"/home/idra/GitHub/transfer-window/view/src/game/underlay/segments/guidance.rs", "Rust", 0, 63, 0, 0, 0, 4, 15, 82
"/home/idra/GitHub/transfer-window/view/src/game/underlay/segments/orbit.rs", "Rust", 0, 101, 0, 0, 0, 7, 23, 131
"/home/idra/GitHub/transfer-window/view/src/game/underlay/selected.rs", "Rust", 0, 64, 0, 0, 0, 5, 12, 81
"/home/idra/GitHub/transfer-window/view/src/game/underlay/selected/burn.rs", "Rust", 0, 29, 0, 0, 0, 3, 5, 37
"/home/idra/GitHub/transfer-window/view/src/game/underlay/selected/fire_torpedo.rs", "Rust", 0, 29, 0, 0, 0, 3, 6, 38
"/home/idra/GitHub/transfer-window/view/src/game/underlay/selected/segment_point.rs", "Rust", 0, 45, 0, 0, 0, 0, 7, 52
"/home/idra/GitHub/transfer-window/view/src/game/underlay/selected/util.rs", "Rust", 0, 42, 0, 0, 0, 0, 7, 49
"/home/idra/GitHub/transfer-window/view/src/game/util.rs", "Rust", 0, 98, 0, 0, 0, 0, 12, 110
"/home/idra/GitHub/transfer-window/view/src/icons.rs", "Rust", 0, 2235, 0, 0, 0, 0, 1, 2236
"/home/idra/GitHub/transfer-window/view/src/lib.rs", "Rust", 0, 11, 0, 0, 0, 0, 1, 12
"/home/idra/GitHub/transfer-window/view/src/menu.rs", "Rust", 0, 24, 0, 0, 0, 0, 4, 28
"/home/idra/GitHub/transfer-window/view/src/rendering.rs", "Rust", 0, 5, 0, 0, 0, 0, 1, 6
"/home/idra/GitHub/transfer-window/view/src/rendering/geometry_renderer.rs", "Rust", 0, 34, 0, 0, 0, 0, 6, 40
"/home/idra/GitHub/transfer-window/view/src/rendering/shader_program.rs", "Rust", 0, 65, 0, 0, 0, 0, 13, 78
"/home/idra/GitHub/transfer-window/view/src/rendering/texture.rs", "Rust", 0, 26, 0, 0, 0, 0, 4, 30
"/home/idra/GitHub/transfer-window/view/src/rendering/texture_renderer.rs", "Rust", 0, 37, 0, 0, 0, 0, 8, 45
"/home/idra/GitHub/transfer-window/view/src/rendering/vertex_array_object.rs", "Rust", 0, 71, 0, 0, 0, 0, 12, 83
"/home/idra/GitHub/transfer-window/view/src/resources.rs", "Rust", 0, 71, 0, 0, 0, 3, 13, 87
"/home/idra/GitHub/transfer-window/view/src/scenes.rs", "Rust", 0, 2, 0, 0, 0, 0, 0, 2
"/home/idra/GitHub/transfer-window/view/src/styles.rs", "Rust", 0, 113, 0, 0, 0, 0, 24, 137
"Total", "-", 105, 11847, 348, 47, 791, 387, 1964, 15489
